0.00000	inf
1.00000	0.00000
2.00000	0.00000
3.00000	235.78510
4.00000	88.41941
5.00000	106.10330
6.00000	29.47314
7.00000	25.26269
8.00000	44.20971
9.00000	78.59503
10.00000	53.05165
11.00000	48.22877
12.00000	58.94628
13.00000	68.01493
14.00000	37.89403
15.00000	70.73553
16.00000	55.26213
17.00000	41.60914
18.00000	68.77065
19.00000	65.15115
20.00000	70.73553
21.00000	101.05076
22.00000	72.34316
23.00000	99.95238
24.00000	88.41941
25.00000	106.10330
26.00000	163.23584
27.00000	98.24379
28.00000	138.94479
29.00000	121.95781
30.00000	176.83883
31.00000	131.20300
32.00000	116.05048
33.00000	225.06760
34.00000	119.62626
35.00000	65.68299
36.00000	98.24379
37.00000	100.36798
38.00000	97.72672
39.00000	90.68658
40.00000	132.62912
41.00000	150.95997
42.00000	109.47165
43.00000	90.47568
44.00000	140.66725
45.00000	125.75205
46.00000	92.26374
47.00000	124.16343
48.00000	103.15598
49.00000	133.53136
50.00000	123.78718
51.00000	110.95769
52.00000	132.62912
53.00000	96.76087
54.00000	94.96900
55.00000	125.39480
56.00000	104.20859
57.00000	89.97063
58.00000	140.25148
59.00000	107.90166
60.00000	111.99792
61.00000	107.26289
62.00000	88.41941
63.00000	103.85772
64.00000	132.62912
65.00000	108.82389
66.00000	112.53380
67.00000	79.18156
68.00000	93.62055
69.00000	133.26984
70.00000	121.26091
71.00000	92.15544
72.00000	139.99740
73.00000	121.12248
74.00000	152.94169
75.00000	124.96610
76.00000	111.68768
77.00000	94.16093
78.00000	131.49554
79.00000	98.49251
80.00000	103.89281
81.00000	102.61018
82.00000	129.39426
83.00000	125.70471
84.00000	113.68210
85.00000	106.10330
86.00000	115.15086
87.00000	121.95781
88.00000	102.48614
89.00000	129.15195
90.00000	119.85743
91.00000	104.93733
92.00000	124.94047
93.00000	121.69554
94.00000	122.28217
95.00000	115.41060
96.00000	103.15598
97.00000	102.09252
98.00000	106.46419
99.00000	105.38880
